title,category,publish-date,abstract,first-keyword,second-keyword,third-keyword,fourth-keyword,fifth-keyword,sixth-keyword,seventh-keyword,eighth-keyword,language,author,affiliation
An analysis of social aspects in CSCL: a SML on design and evaluation of sociability to (re)qualify these environments,Artigo Completo,2024,"In computer-supported cooperative work, especially in Computer Supported Collaborative Learning (CSCL), there is a high dependence on interpersonal relationships in the learning process. Therefore, sociability is an essential aspect for the success of this approach. CSCL systems have as their fundamental principle the intermediation of relationships between people to share resources, facilitate teamwork and facilitate the flow of information in the teaching-learning process. CSCL environments tend to bring together many students with a wide range of social and cultural characteristics. They interact with their peers to learn and build knowledge collaboratively. This article aims to present the results of a systematic mapping of the literature that presents challenges and solutions related to sociability in the design and evaluation of CSCL systems. The systematic mapping of literature was carried out through searches in four scientific databases, adopting quality criteria to refine the findings into categories. We identify techniques, methods and formalisms and categorize them according to conception or evaluation, focusing on sociability in CSCL. We hope that the explicit tools and approaches described in this study can enable projects and evaluations of these environments that prioritize essential social aspects in interaction, verifying the quality of sociability in these environments.",sociability,CSCL,interaction,,,,,,Inglês,jean c. s. rosa,Interactive Technologies Institute (ITI/LARSyS)
An analysis of social aspects in CSCL: a SML on design and evaluation of sociability to (re)qualify these environments,Artigo Completo,2024,"In computer-supported cooperative work, especially in Computer Supported Collaborative Learning (CSCL), there is a high dependence on interpersonal relationships in the learning process. Therefore, sociability is an essential aspect for the success of this approach. CSCL systems have as their fundamental principle the intermediation of relationships between people to share resources, facilitate teamwork and facilitate the flow of information in the teaching-learning process. CSCL environments tend to bring together many students with a wide range of social and cultural characteristics. They interact with their peers to learn and build knowledge collaboratively. This article aims to present the results of a systematic mapping of the literature that presents challenges and solutions related to sociability in the design and evaluation of CSCL systems. The systematic mapping of literature was carried out through searches in four scientific databases, adopting quality criteria to refine the findings into categories. We identify techniques, methods and formalisms and categorize them according to conception or evaluation, focusing on sociability in CSCL. We hope that the explicit tools and approaches described in this study can enable projects and evaluations of these environments that prioritize essential social aspects in interaction, verifying the quality of sociability in these environments.",sociability,CSCL,interaction,,,,,,Inglês,ecivaldo s. matos,Universidade de São Paulo (USP)
Match Musical: Avaliando a UX de Recursos Colaborativos no Spotify,Artigo Completo,2024,"As plataforma de streamings de músicas apresentam recursos colaborativos como a criação de playlists entre seus usuários. Uma das plataformas mais utilizadas é o Spotify que apresenta um recurso de ""Match"" para criação colaborativa de playlists e o ""JAM"" para audição conjunta de música. Assim, este artigo apresenta um estudo que avalia a experiência do usuário nos recursos colaborativos do Spotify com o objetivo de identificar problemas de usabilidade e satisfação do usuário. O estudo foi realizado com 17 participantes que utilizaram os recursos e tiveram seus feedbacks coletados através das técnicas 3E (Expressing Emotions and Experience) e SAM (Self-Assessment Manikin). Os resultados mostraram que os principais problemas de usabilidade ocorreram devido à falta de informações sobre o uso dos recursos colaborativos e a existência deles. Os participantes também relataram dificuldades com a funcionalidade ""Match"" e a navegação e busca de usuários.",UX,Spotify,Recursos Colaborativos,,,,,,Português,edward c. souza,UFAM
Match Musical: Avaliando a UX de Recursos Colaborativos no Spotify,Artigo Completo,2024,"As plataforma de streamings de músicas apresentam recursos colaborativos como a criação de playlists entre seus usuários. Uma das plataformas mais utilizadas é o Spotify que apresenta um recurso de ""Match"" para criação colaborativa de playlists e o ""JAM"" para audição conjunta de música. Assim, este artigo apresenta um estudo que avalia a experiência do usuário nos recursos colaborativos do Spotify com o objetivo de identificar problemas de usabilidade e satisfação do usuário. O estudo foi realizado com 17 participantes que utilizaram os recursos e tiveram seus feedbacks coletados através das técnicas 3E (Expressing Emotions and Experience) e SAM (Self-Assessment Manikin). Os resultados mostraram que os principais problemas de usabilidade ocorreram devido à falta de informações sobre o uso dos recursos colaborativos e a existência deles. Os participantes também relataram dificuldades com a funcionalidade ""Match"" e a navegação e busca de usuários.",UX,Spotify,Recursos Colaborativos,,,,,,Português,romualdo costa,UFAM
Match Musical: Avaliando a UX de Recursos Colaborativos no Spotify,Artigo Completo,2024,"As plataforma de streamings de músicas apresentam recursos colaborativos como a criação de playlists entre seus usuários. Uma das plataformas mais utilizadas é o Spotify que apresenta um recurso de ""Match"" para criação colaborativa de playlists e o ""JAM"" para audição conjunta de música. Assim, este artigo apresenta um estudo que avalia a experiência do usuário nos recursos colaborativos do Spotify com o objetivo de identificar problemas de usabilidade e satisfação do usuário. O estudo foi realizado com 17 participantes que utilizaram os recursos e tiveram seus feedbacks coletados através das técnicas 3E (Expressing Emotions and Experience) e SAM (Self-Assessment Manikin). Os resultados mostraram que os principais problemas de usabilidade ocorreram devido à falta de informações sobre o uso dos recursos colaborativos e a existência deles. Os participantes também relataram dificuldades com a funcionalidade ""Match"" e a navegação e busca de usuários.",UX,Spotify,Recursos Colaborativos,,,,,,Português,genildo gomes,UFAM
Match Musical: Avaliando a UX de Recursos Colaborativos no Spotify,Artigo Completo,2024,"As plataforma de streamings de músicas apresentam recursos colaborativos como a criação de playlists entre seus usuários. Uma das plataformas mais utilizadas é o Spotify que apresenta um recurso de ""Match"" para criação colaborativa de playlists e o ""JAM"" para audição conjunta de música. Assim, este artigo apresenta um estudo que avalia a experiência do usuário nos recursos colaborativos do Spotify com o objetivo de identificar problemas de usabilidade e satisfação do usuário. O estudo foi realizado com 17 participantes que utilizaram os recursos e tiveram seus feedbacks coletados através das técnicas 3E (Expressing Emotions and Experience) e SAM (Self-Assessment Manikin). Os resultados mostraram que os principais problemas de usabilidade ocorreram devido à falta de informações sobre o uso dos recursos colaborativos e a existência deles. Os participantes também relataram dificuldades com a funcionalidade ""Match"" e a navegação e busca de usuários.",UX,Spotify,Recursos Colaborativos,,,,,,Português,leandro galvao,UFAM
Match Musical: Avaliando a UX de Recursos Colaborativos no Spotify,Artigo Completo,2024,"As plataforma de streamings de músicas apresentam recursos colaborativos como a criação de playlists entre seus usuários. Uma das plataformas mais utilizadas é o Spotify que apresenta um recurso de ""Match"" para criação colaborativa de playlists e o ""JAM"" para audição conjunta de música. Assim, este artigo apresenta um estudo que avalia a experiência do usuário nos recursos colaborativos do Spotify com o objetivo de identificar problemas de usabilidade e satisfação do usuário. O estudo foi realizado com 17 participantes que utilizaram os recursos e tiveram seus feedbacks coletados através das técnicas 3E (Expressing Emotions and Experience) e SAM (Self-Assessment Manikin). Os resultados mostraram que os principais problemas de usabilidade ocorreram devido à falta de informações sobre o uso dos recursos colaborativos e a existência deles. Os participantes também relataram dificuldades com a funcionalidade ""Match"" e a navegação e busca de usuários.",UX,Spotify,Recursos Colaborativos,,,,,,Português,tanara lauschner,UFAM
Match Musical: Avaliando a UX de Recursos Colaborativos no Spotify,Artigo Completo,2024,"As plataforma de streamings de músicas apresentam recursos colaborativos como a criação de playlists entre seus usuários. Uma das plataformas mais utilizadas é o Spotify que apresenta um recurso de ""Match"" para criação colaborativa de playlists e o ""JAM"" para audição conjunta de música. Assim, este artigo apresenta um estudo que avalia a experiência do usuário nos recursos colaborativos do Spotify com o objetivo de identificar problemas de usabilidade e satisfação do usuário. O estudo foi realizado com 17 participantes que utilizaram os recursos e tiveram seus feedbacks coletados através das técnicas 3E (Expressing Emotions and Experience) e SAM (Self-Assessment Manikin). Os resultados mostraram que os principais problemas de usabilidade ocorreram devido à falta de informações sobre o uso dos recursos colaborativos e a existência deles. Os participantes também relataram dificuldades com a funcionalidade ""Match"" e a navegação e busca de usuários.",UX,Spotify,Recursos Colaborativos,,,,,,Português,bruno gadelha,UFAM
Diagrama Tátil: Uma Abordagem de Ensino de Banco de Dados para Pessoas com Deficiências Visuais Através da Pesquisa-Ação,Artigo Completo,2024,"Esta pesquisa aborda a necessidade de inclusão no ensino de banco de dados, com foco em tornar o processo de modelagem mais acessível às pessoas com deficiência visual. O foco do trabalho é a etapa do projeto conceitual do banco de dados, mais especificamente a elaboração do Modelo Entidade Relacionamento (MER). Por meio da implementação de um diagrama tátil desenvolvido com base na pesquisa-ação, esta pesquisa buscou atender às necessidades específicas desses estudantes. A ferramenta tátil desenvolvida foi avaliada durante o uso e de uma entrevista final. Os resultados revelaram que o diagrama tátil foi adequado para promover a inclusão, oferecendo às pessoas com deficiência visual uma ferramenta para compreender conceitos visuais de banco de dados. Além disso, a colaboração estreita com os próprios usuários durante o processo contribuiu para uma criação verdadeiramente centrada no usuário.",deficiência visual,ensino,"pesquisa-ação
",modelagem conceitual de banco de dados,,,,,Português,amanda klein,UNIFEI
Diagrama Tátil: Uma Abordagem de Ensino de Banco de Dados para Pessoas com Deficiências Visuais Através da Pesquisa-Ação,Artigo Completo,2024,"Esta pesquisa aborda a necessidade de inclusão no ensino de banco de dados, com foco em tornar o processo de modelagem mais acessível às pessoas com deficiência visual. O foco do trabalho é a etapa do projeto conceitual do banco de dados, mais especificamente a elaboração do Modelo Entidade Relacionamento (MER). Por meio da implementação de um diagrama tátil desenvolvido com base na pesquisa-ação, esta pesquisa buscou atender às necessidades específicas desses estudantes. A ferramenta tátil desenvolvida foi avaliada durante o uso e de uma entrevista final. Os resultados revelaram que o diagrama tátil foi adequado para promover a inclusão, oferecendo às pessoas com deficiência visual uma ferramenta para compreender conceitos visuais de banco de dados. Além disso, a colaboração estreita com os próprios usuários durante o processo contribuiu para uma criação verdadeiramente centrada no usuário.",deficiência visual,ensino,"pesquisa-ação
",modelagem conceitual de banco de dados,,,,,Português,barbara p. caetano,UFRJ
Diagrama Tátil: Uma Abordagem de Ensino de Banco de Dados para Pessoas com Deficiências Visuais Através da Pesquisa-Ação,Artigo Completo,2024,"Esta pesquisa aborda a necessidade de inclusão no ensino de banco de dados, com foco em tornar o processo de modelagem mais acessível às pessoas com deficiência visual. O foco do trabalho é a etapa do projeto conceitual do banco de dados, mais especificamente a elaboração do Modelo Entidade Relacionamento (MER). Por meio da implementação de um diagrama tátil desenvolvido com base na pesquisa-ação, esta pesquisa buscou atender às necessidades específicas desses estudantes. A ferramenta tátil desenvolvida foi avaliada durante o uso e de uma entrevista final. Os resultados revelaram que o diagrama tátil foi adequado para promover a inclusão, oferecendo às pessoas com deficiência visual uma ferramenta para compreender conceitos visuais de banco de dados. Além disso, a colaboração estreita com os próprios usuários durante o processo contribuiu para uma criação verdadeiramente centrada no usuário.",deficiência visual,ensino,"pesquisa-ação
",modelagem conceitual de banco de dados,,,,,Português,huandy c. camargo,UNIFEI
Diagrama Tátil: Uma Abordagem de Ensino de Banco de Dados para Pessoas com Deficiências Visuais Através da Pesquisa-Ação,Artigo Completo,2024,"Esta pesquisa aborda a necessidade de inclusão no ensino de banco de dados, com foco em tornar o processo de modelagem mais acessível às pessoas com deficiência visual. O foco do trabalho é a etapa do projeto conceitual do banco de dados, mais especificamente a elaboração do Modelo Entidade Relacionamento (MER). Por meio da implementação de um diagrama tátil desenvolvido com base na pesquisa-ação, esta pesquisa buscou atender às necessidades específicas desses estudantes. A ferramenta tátil desenvolvida foi avaliada durante o uso e de uma entrevista final. Os resultados revelaram que o diagrama tátil foi adequado para promover a inclusão, oferecendo às pessoas com deficiência visual uma ferramenta para compreender conceitos visuais de banco de dados. Além disso, a colaboração estreita com os próprios usuários durante o processo contribuiu para uma criação verdadeiramente centrada no usuário.",deficiência visual,ensino,"pesquisa-ação
",modelagem conceitual de banco de dados,,,,,Português,gabriel c. fornitano,UNIFEI
Diagrama Tátil: Uma Abordagem de Ensino de Banco de Dados para Pessoas com Deficiências Visuais Através da Pesquisa-Ação,Artigo Completo,2024,"Esta pesquisa aborda a necessidade de inclusão no ensino de banco de dados, com foco em tornar o processo de modelagem mais acessível às pessoas com deficiência visual. O foco do trabalho é a etapa do projeto conceitual do banco de dados, mais especificamente a elaboração do Modelo Entidade Relacionamento (MER). Por meio da implementação de um diagrama tátil desenvolvido com base na pesquisa-ação, esta pesquisa buscou atender às necessidades específicas desses estudantes. A ferramenta tátil desenvolvida foi avaliada durante o uso e de uma entrevista final. Os resultados revelaram que o diagrama tátil foi adequado para promover a inclusão, oferecendo às pessoas com deficiência visual uma ferramenta para compreender conceitos visuais de banco de dados. Além disso, a colaboração estreita com os próprios usuários durante o processo contribuiu para uma criação verdadeiramente centrada no usuário.",deficiência visual,ensino,"pesquisa-ação
",modelagem conceitual de banco de dados,,,,,Português,rafael m. d. frinhani,UNIFEI
Diagrama Tátil: Uma Abordagem de Ensino de Banco de Dados para Pessoas com Deficiências Visuais Através da Pesquisa-Ação,Artigo Completo,2024,"Esta pesquisa aborda a necessidade de inclusão no ensino de banco de dados, com foco em tornar o processo de modelagem mais acessível às pessoas com deficiência visual. O foco do trabalho é a etapa do projeto conceitual do banco de dados, mais especificamente a elaboração do Modelo Entidade Relacionamento (MER). Por meio da implementação de um diagrama tátil desenvolvido com base na pesquisa-ação, esta pesquisa buscou atender às necessidades específicas desses estudantes. A ferramenta tátil desenvolvida foi avaliada durante o uso e de uma entrevista final. Os resultados revelaram que o diagrama tátil foi adequado para promover a inclusão, oferecendo às pessoas com deficiência visual uma ferramenta para compreender conceitos visuais de banco de dados. Além disso, a colaboração estreita com os próprios usuários durante o processo contribuiu para uma criação verdadeiramente centrada no usuário.",deficiência visual,ensino,"pesquisa-ação
",modelagem conceitual de banco de dados,,,,,Português,melise m. v. paula,UNIFEI
Crowdsourcing for collaborative crisis communication: a systematic review,Artigo Completo,2024,"Efficient crisis response and support during emergency scenarios rely on collaborative communication channels. Effective communication between operational centers, civilian responders, and public institutions is vital. Crowdsourcing fosters communication and collaboration among a diverse public. The primary objective is to explore the state-of-the-art in crowdsourcing for collaborative crisis communication guided by a systematic literature review. The study selected 20 relevant papers published in the last decade. The findings highlight solutions to facilitate rapid emergency responses, promote seamless coordination between stakeholders and the general public, and ensure data credibility through a rigorous validation process.",Crowdsourcing,Collaboration,Crisis Communication,,,,,,Inglês,maria c. pestana,UFBA
Crowdsourcing for collaborative crisis communication: a systematic review,Artigo Completo,2024,"Efficient crisis response and support during emergency scenarios rely on collaborative communication channels. Effective communication between operational centers, civilian responders, and public institutions is vital. Crowdsourcing fosters communication and collaboration among a diverse public. The primary objective is to explore the state-of-the-art in crowdsourcing for collaborative crisis communication guided by a systematic literature review. The study selected 20 relevant papers published in the last decade. The findings highlight solutions to facilitate rapid emergency responses, promote seamless coordination between stakeholders and the general public, and ensure data credibility through a rigorous validation process.",Crowdsourcing,Collaboration,Crisis Communication,,,,,,Inglês,ailton ribeiro,UFBA
Crowdsourcing for collaborative crisis communication: a systematic review,Artigo Completo,2024,"Efficient crisis response and support during emergency scenarios rely on collaborative communication channels. Effective communication between operational centers, civilian responders, and public institutions is vital. Crowdsourcing fosters communication and collaboration among a diverse public. The primary objective is to explore the state-of-the-art in crowdsourcing for collaborative crisis communication guided by a systematic literature review. The study selected 20 relevant papers published in the last decade. The findings highlight solutions to facilitate rapid emergency responses, promote seamless coordination between stakeholders and the general public, and ensure data credibility through a rigorous validation process.",Crowdsourcing,Collaboration,Crisis Communication,,,,,,Inglês,vaninha vieira,UFBA
"Revisão Rápida sobre Vieses em Chatbots - Uma análise sobre tipos de vieses, impactos e formas de lidar",Artigo Completo,2024,"Devido ao seu funcionamento, chatbots podem perpetuar vieses cognitivos e sociais, cujos impactos precisam ser avaliados. Foi realizada uma revisão rápida, contemplando entrevista e grupo focal de especialistas em Tecnologia da Informação e Comunicação, além de uma busca na base SCOPUS, para identificar na literatura os impactos dos vieses em chatbots. De 488 estudos encontrados, foram selecionados 18 para a análise final. Ao todo, sete tipos de vieses diferentes emergiram dos estudos, assim como os seus impactos positivos e negativos, seus domínios e formas de mitigação. A contribuição esperada com este estudo consiste no aprimoramento de ferramentas conversacionais, bem como apoiar os usuários na identificação e mitigação de vieses.",revisão rápida,vieses,llm,chatbots,"sistemas conversacionais
",,ChatGPT,,Português,thiago m. r. ribeiro,UNIRIO
"Revisão Rápida sobre Vieses em Chatbots - Uma análise sobre tipos de vieses, impactos e formas de lidar",Artigo Completo,2024,"Devido ao seu funcionamento, chatbots podem perpetuar vieses cognitivos e sociais, cujos impactos precisam ser avaliados. Foi realizada uma revisão rápida, contemplando entrevista e grupo focal de especialistas em Tecnologia da Informação e Comunicação, além de uma busca na base SCOPUS, para identificar na literatura os impactos dos vieses em chatbots. De 488 estudos encontrados, foram selecionados 18 para a análise final. Ao todo, sete tipos de vieses diferentes emergiram dos estudos, assim como os seus impactos positivos e negativos, seus domínios e formas de mitigação. A contribuição esperada com este estudo consiste no aprimoramento de ferramentas conversacionais, bem como apoiar os usuários na identificação e mitigação de vieses.",revisão rápida,vieses,llm,chatbots,"sistemas conversacionais
",,ChatGPT,,Português,sean w. m. siqueira,UNIRIO
"Revisão Rápida sobre Vieses em Chatbots - Uma análise sobre tipos de vieses, impactos e formas de lidar",Artigo Completo,2024,"Devido ao seu funcionamento, chatbots podem perpetuar vieses cognitivos e sociais, cujos impactos precisam ser avaliados. Foi realizada uma revisão rápida, contemplando entrevista e grupo focal de especialistas em Tecnologia da Informação e Comunicação, além de uma busca na base SCOPUS, para identificar na literatura os impactos dos vieses em chatbots. De 488 estudos encontrados, foram selecionados 18 para a análise final. Ao todo, sete tipos de vieses diferentes emergiram dos estudos, assim como os seus impactos positivos e negativos, seus domínios e formas de mitigação. A contribuição esperada com este estudo consiste no aprimoramento de ferramentas conversacionais, bem como apoiar os usuários na identificação e mitigação de vieses.",revisão rápida,vieses,llm,chatbots,"sistemas conversacionais
",,ChatGPT,,Português,maira g. bayser,UNIRIO
Gamification to support crowdsourcing and participatory mapping for signaling and spatialization of Covid-19 transmission predictors,Artigo Completo,2024,"The active involvement of the population in health initiatives is crucial to combating Covid-19, especially in vulnerable urban communities. In these areas, the absence of detailed geographic data is a challenge for effective spatial interventions. This study proposes a solution that implements a gamification design model to support participation in disease combat initiatives through participatory mapping and crowdsourcing approaches. The UTAUT was employed to identify conditions influencing the solution's acceptance. A study involving 20 young individuals from a suburban community in Brazil demonstrated that ""effort expectancy"" and ""social influence"" significantly impact the behavioral intention to use the platform.",Gamification,crowdsourcing,participatory mapping,,,,,,Inglês,murilo g. arouca,UFBA
Gamification to support crowdsourcing and participatory mapping for signaling and spatialization of Covid-19 transmission predictors,Artigo Completo,2024,"The active involvement of the population in health initiatives is crucial to combating Covid-19, especially in vulnerable urban communities. In these areas, the absence of detailed geographic data is a challenge for effective spatial interventions. This study proposes a solution that implements a gamification design model to support participation in disease combat initiatives through participatory mapping and crowdsourcing approaches. The UTAUT was employed to identify conditions influencing the solution's acceptance. A study involving 20 young individuals from a suburban community in Brazil demonstrated that ""effort expectancy"" and ""social influence"" significantly impact the behavioral intention to use the platform.",Gamification,crowdsourcing,participatory mapping,,,,,,Inglês,ailton ribeiro,UFBA
